person_id,source,volume
i-2JdXPhk44YiYbhvGr8jwcF,http://www.wikidata.org/entity/Q110346241,
i-2Jx7WEDYHWuMCtxq8yapD7,http://www.wikidata.org/entity/Q110346241,
i-2Jx7WEDYHWuMCtxq8yapD7,http://www.wikidata.org/entity/Q22083543,
i-2Jx7WEDYHWuMCtxq8yapD7,http://www.wikidata.org/entity/Q48761314,
i-2KQokBVhondPT8e9ZQdmem,http://www.wikidata.org/entity/Q110346241,
i-2KQokBVhondPT8e9ZQdmem,http://www.wikidata.org/entity/Q379406,
i-2KQokBVhondPT8e9ZQdmem,http://www.wikidata.org/entity/Q58366813,
i-2KQokBVhondPT8e9ZQdmem,http://www.wikidata.org/entity/Q678259,
i-2LoJA2RMbCfHmNjNagYNhW,http://www.wikidata.org/entity/Q110346241,
i-2LyiizD6VQaXk9cXFoZXaj,http://www.wikidata.org/entity/Q110346241,
i-2M1688NA1hxdZmbJwUTnhY,http://www.wikidata.org/entity/Q110346241,
i-2M1688NA1hxdZmbJwUTnhY,http://www.wikidata.org/entity/Q22083543,
i-2M1688NA1hxdZmbJwUTnhY,http://www.wikidata.org/entity/Q50798414,
i-2M2tbSjScCzwN2eeHLnCLG,http://www.wikidata.org/entity/Q110346241,
i-2Mf7WKdcHrqFKbwM3gXcPT,http://www.wikidata.org/entity/Q110346241,
i-2Mf7WKdcHrqFKbwM3gXcPT,http://www.wikidata.org/entity/Q111443541,
i-2Mga29XFzf3fN7ZpqSSPDr,http://www.wikidata.org/entity/Q110346241,
i-2Mga29XFzf3fN7ZpqSSPDr,http://www.wikidata.org/entity/Q21586300,
i-2Mga29XFzf3fN7ZpqSSPDr,http://www.wikidata.org/entity/Q47498078,
i-2Mga29XFzf3fN7ZpqSSPDr,http://www.wikidata.org/entity/Q48761314,
i-2Mga29XFzf3fN7ZpqSSPDr,http://www.wikidata.org/entity/Q50287368,
i-2Nvz3MaNEG9Cs55xRuCwqF,http://www.wikidata.org/entity/Q110346241,
i-2Nvz3MaNEG9Cs55xRuCwqF,http://www.wikidata.org/entity/Q379406,
i-2Nvz3MaNEG9Cs55xRuCwqF,http://www.wikidata.org/entity/Q58366813,
i-2P8oL3AnBaUaam6G5cEkGw,http://www.wikidata.org/entity/Q110346241,
i-2P8oL3AnBaUaam6G5cEkGw,http://www.wikidata.org/entity/Q49213654,
i-2P8oL3AnBaUaam6G5cEkGw,http://www.wikidata.org/entity/Q86658269,
i-2Q6Ao9UE6LSjxfzcJcXMob,http://www.wikidata.org/entity/Q110346241,
i-2Q6Ao9UE6LSjxfzcJcXMob,http://www.wikidata.org/entity/Q49213654,
i-2Q6Ao9UE6LSjxfzcJcXMob,http://www.wikidata.org/entity/Q58366813,
i-2QMwPRu9aRvrGSP6ufskE5,http://www.wikidata.org/entity/Q110346241,
i-2QUfvPky9KMrG7dAcNtDxu,http://www.wikidata.org/entity/Q21597634,
i-2QUfvPky9KMrG7dAcNtDxu,http://www.wikidata.org/entity/Q21597636,
i-2QUfvPky9KMrG7dAcNtDxu,http://www.wikidata.org/entity/Q21597645,
i-2QUfvPky9KMrG7dAcNtDxu,http://www.wikidata.org/entity/Q21597646,
i-2QUfvPky9KMrG7dAcNtDxu,http://www.wikidata.org/entity/Q21597647,
i-2QUfvPky9KMrG7dAcNtDxu,http://www.wikidata.org/entity/Q21597650,
i-2QcpwTvuvuHLaCWaSG33nF,http://www.wikidata.org/entity/Q110346241,
i-2QcpwTvuvuHLaCWaSG33nF,http://www.wikidata.org/entity/Q110952532,
i-2QcpwTvuvuHLaCWaSG33nF,http://www.wikidata.org/entity/Q21600495,
i-2QcpwTvuvuHLaCWaSG33nF,http://www.wikidata.org/entity/Q49213654,
i-2QcpwTvuvuHLaCWaSG33nF,http://www.wikidata.org/entity/Q50287327,
i-2QcpwTvuvuHLaCWaSG33nF,http://www.wikidata.org/entity/Q50287368,
i-2QkCpqzzWZjou1ViWLScYu,http://www.wikidata.org/entity/Q110346241,
i-2QkCpqzzWZjou1ViWLScYu,http://www.wikidata.org/entity/Q21600495,
i-2R36DMEY5uNMYenbPZFmEF,http://www.wikidata.org/entity/Q110346241,
i-2R36DMEY5uNMYenbPZFmEF,http://www.wikidata.org/entity/Q111443541,
i-2RK26QMWgXmGhHao3peKAf,http://www.wikidata.org/entity/Q110346241,
i-2RK26QMWgXmGhHao3peKAf,http://www.wikidata.org/entity/Q21586303,
i-2RK26QMWgXmGhHao3peKAf,http://www.wikidata.org/entity/Q21597606,
i-2RK26QMWgXmGhHao3peKAf,http://www.wikidata.org/entity/Q21597610,
i-2RK26QMWgXmGhHao3peKAf,http://www.wikidata.org/entity/Q21597612,
i-2RK26QMWgXmGhHao3peKAf,http://www.wikidata.org/entity/Q21597617,
i-2RabH8oTzH5HLTzVwyNhTn,http://www.wikidata.org/entity/Q111443541,
i-2S2fPHZMJYmFcnSzsAVSv8,http://www.wikidata.org/entity/Q110346241,
i-2SmrPgp2WQ2mrQPZdFdGHd,http://www.wikidata.org/entity/Q110346241,
i-2SmrPgp2WQ2mrQPZdFdGHd,http://www.wikidata.org/entity/Q19394399,
i-2SmrPgp2WQ2mrQPZdFdGHd,http://www.wikidata.org/entity/Q58370860,
i-2TWbQYA8ZvveMrG4prL575,http://www.wikidata.org/entity/Q104089769,
i-2TWbQYA8ZvveMrG4prL575,http://www.wikidata.org/entity/Q110346241,
i-2TWbQYA8ZvveMrG4prL575,http://www.wikidata.org/entity/Q22083543,
i-2TWbQYA8ZvveMrG4prL575,http://www.wikidata.org/entity/Q379406,
i-2TWbQYA8ZvveMrG4prL575,http://www.wikidata.org/entity/Q58367116,
i-2TWbQYA8ZvveMrG4prL575,http://www.wikidata.org/entity/Q58370739,
i-2TbJKggFihcEZWLdGpj6Qa,http://www.wikidata.org/entity/Q110346241,
i-2TjHxpmGAa43Gvfd6Uf3nm,http://www.wikidata.org/entity/Q111443541,
i-2TjHxpmGAa43Gvfd6Uf3nm,http://www.wikidata.org/entity/Q21597636,
i-2TsHqq7PsF14bp7YkTxgw6,http://www.wikidata.org/entity/Q110346241,
i-2TsHqq7PsF14bp7YkTxgw6,http://www.wikidata.org/entity/Q21586313,
i-2TsHqq7PsF14bp7YkTxgw6,http://www.wikidata.org/entity/Q48761314,
i-2TsHqq7PsF14bp7YkTxgw6,http://www.wikidata.org/entity/Q50798414,
i-2U4y4kpuQrcdDAWFBSNkPp,http://www.wikidata.org/entity/Q110346241,
i-2U4y4kpuQrcdDAWFBSNkPp,http://www.wikidata.org/entity/Q21600495,
i-2U4y4kpuQrcdDAWFBSNkPp,http://www.wikidata.org/entity/Q49213654,
i-2V14kMbwoqRCDnaJBAPWxH,http://www.wikidata.org/entity/Q110346241,
i-2V2EbVqnAgYRK1wwG246WS,http://www.wikidata.org/entity/Q10567910,
i-2V2EbVqnAgYRK1wwG246WS,http://www.wikidata.org/entity/Q110346241,
i-2V2EbVqnAgYRK1wwG246WS,http://www.wikidata.org/entity/Q19803447,
i-2V2EbVqnAgYRK1wwG246WS,http://www.wikidata.org/entity/Q379406,
i-2V2EbVqnAgYRK1wwG246WS,http://www.wikidata.org/entity/Q48761314,
i-2V2EbVqnAgYRK1wwG246WS,http://www.wikidata.org/entity/Q50287368,
i-2VJazsFcETvv2ViUi5KBHJ,http://www.wikidata.org/entity/Q110346241,
i-2VJazsFcETvv2ViUi5KBHJ,http://www.wikidata.org/entity/Q21600495,
i-2VJazsFcETvv2ViUi5KBHJ,http://www.wikidata.org/entity/Q49213654,
i-2VJazsFcETvv2ViUi5KBHJ,http://www.wikidata.org/entity/Q58366813,
i-2VPEciYTYX5tZ66y4boe6F,http://www.wikidata.org/entity/Q110346241,
i-2VPEciYTYX5tZ66y4boe6F,http://www.wikidata.org/entity/Q58366813,
i-2VZTfC47GBddiryCh2CpHE,http://www.wikidata.org/entity/Q110346241,
i-2VZTfC47GBddiryCh2CpHE,http://www.wikidata.org/entity/Q21600449,
i-2VZTfC47GBddiryCh2CpHE,http://www.wikidata.org/entity/Q48761314,
i-2VZTfC47GBddiryCh2CpHE,http://www.wikidata.org/entity/Q50287327,
i-2VZTfC47GBddiryCh2CpHE,http://www.wikidata.org/entity/Q50287368,
i-2VaWfDfYCxUNRSZbTF7vcy,http://www.wikidata.org/entity/Q10686111,
i-2VaWfDfYCxUNRSZbTF7vcy,http://www.wikidata.org/entity/Q110346241,
i-2VaWfDfYCxUNRSZbTF7vcy,http://www.wikidata.org/entity/Q48761314,
i-2VaWfDfYCxUNRSZbTF7vcy,http://www.wikidata.org/entity/Q50287368,
i-2WaJfXkP37vWkSWdCpY8f5,http://www.wikidata.org/entity/Q110346241,
i-2WaJfXkP37vWkSWdCpY8f5,http://www.wikidata.org/entity/Q379406,
i-2WwDvMvR68nyZfNDEjUGUE,http://www.wikidata.org/entity/Q110346241,
i-2WwDvMvR68nyZfNDEjUGUE,http://www.wikidata.org/entity/Q48761314,
i-2WwDvMvR68nyZfNDEjUGUE,http://www.wikidata.org/entity/Q49213654,
i-2WwDvMvR68nyZfNDEjUGUE,http://www.wikidata.org/entity/Q50287327,
i-2WwDvMvR68nyZfNDEjUGUE,http://www.wikidata.org/entity/Q50287368,
i-2WwYPDGc9GytdbLU7PEMF8,http://www.wikidata.org/entity/Q110346241,
i-2XCxJ3RXLvU5PqEuE5kuyp,http://www.wikidata.org/entity/Q110346241,
i-2XCxJ3RXLvU5PqEuE5kuyp,http://www.wikidata.org/entity/Q48761314,
i-2XreRSaEpTa5DhpG61Xopj,http://www.wikidata.org/entity/Q10527501,
i-2XreRSaEpTa5DhpG61Xopj,http://www.wikidata.org/entity/Q110346241,
i-2XreRSaEpTa5DhpG61Xopj,http://www.wikidata.org/entity/Q22083543,
i-2XreRSaEpTa5DhpG61Xopj,http://www.wikidata.org/entity/Q50287327,
i-2XreRSaEpTa5DhpG61Xopj,http://www.wikidata.org/entity/Q50798414,
i-2ZcLNQ889BCYDFJuLZT77S,http://www.wikidata.org/entity/Q111443541,
i-2ZcLNQ889BCYDFJuLZT77S,http://www.wikidata.org/entity/Q21586313,
i-2ZcLNQ889BCYDFJuLZT77S,http://www.wikidata.org/entity/Q21597626,
i-2ZcLNQ889BCYDFJuLZT77S,http://www.wikidata.org/entity/Q21597631,
i-2ZcLNQ889BCYDFJuLZT77S,http://www.wikidata.org/entity/Q21597634,
i-2ZcLNQ889BCYDFJuLZT77S,http://www.wikidata.org/entity/Q21597636,
i-2ZcLNQ889BCYDFJuLZT77S,http://www.wikidata.org/entity/Q21597645,
i-2ZcLNQ889BCYDFJuLZT77S,http://www.wikidata.org/entity/Q21597646,
i-2a9yXCcfoERLmntQKS8293,http://www.wikidata.org/entity/Q110346241,
i-2aLsMrZn1hqtCu1i2qehWZ,http://www.wikidata.org/entity/Q110346241,
i-2ajxL1uZzxQsvJXngW96hD,http://www.wikidata.org/entity/Q110346241,
i-2b1P9oc6jJ6GnNxViy4qgD,http://www.wikidata.org/entity/Q110346241,
i-2b1P9oc6jJ6GnNxViy4qgD,http://www.wikidata.org/entity/Q110952532,
i-2b1P9oc6jJ6GnNxViy4qgD,http://www.wikidata.org/entity/Q21600449,
i-2b1P9oc6jJ6GnNxViy4qgD,http://www.wikidata.org/entity/Q21980378,
i-2b1P9oc6jJ6GnNxViy4qgD,http://www.wikidata.org/entity/Q379406,
i-2bEkAbRqkiPnYQgPpHXARx,http://www.wikidata.org/entity/Q110346241,
i-2bEkAbRqkiPnYQgPpHXARx,http://www.wikidata.org/entity/Q22083543,
i-2bEkAbRqkiPnYQgPpHXARx,http://www.wikidata.org/entity/Q379406,
i-2bEkAbRqkiPnYQgPpHXARx,http://www.wikidata.org/entity/Q58367116,
i-2bVVLzWvNsURiiwq5jSQS9,http://www.wikidata.org/entity/Q110346241,
i-2bVVLzWvNsURiiwq5jSQS9,http://www.wikidata.org/entity/Q21600495,
i-2bVVLzWvNsURiiwq5jSQS9,http://www.wikidata.org/entity/Q379406,
i-2bVVLzWvNsURiiwq5jSQS9,http://www.wikidata.org/entity/Q58366813,
i-2cLoxXq5VAxu3RYfzsD3qx,http://www.wikidata.org/entity/Q110346241,
i-2cLoxXq5VAxu3RYfzsD3qx,http://www.wikidata.org/entity/Q111443541,
i-2cnJx4mhacW8chNFTQpsG2,http://www.wikidata.org/entity/Q110346241,
i-2cnJx4mhacW8chNFTQpsG2,http://www.wikidata.org/entity/Q22083543,
i-2cnJx4mhacW8chNFTQpsG2,http://www.wikidata.org/entity/Q48761314,
i-2cpV6hJCWGQCKgBk3DdpjN,http://www.wikidata.org/entity/Q110346241,
i-2dY1SGv8Hf9ixu6QkJdDsP,http://www.wikidata.org/entity/Q110346241,
i-2dY1SGv8Hf9ixu6QkJdDsP,http://www.wikidata.org/entity/Q110952532,
i-2dY1SGv8Hf9ixu6QkJdDsP,http://www.wikidata.org/entity/Q22083543,
i-2dY1SGv8Hf9ixu6QkJdDsP,http://www.wikidata.org/entity/Q58367116,
i-2df2xZBhrGFQtv1eBMHDtu,http://www.wikidata.org/entity/Q110346241,
i-2df2xZBhrGFQtv1eBMHDtu,http://www.wikidata.org/entity/Q21586309,
i-2df2xZBhrGFQtv1eBMHDtu,http://www.wikidata.org/entity/Q21597619,
i-2df2xZBhrGFQtv1eBMHDtu,http://www.wikidata.org/entity/Q21597625,
i-2df2xZBhrGFQtv1eBMHDtu,http://www.wikidata.org/entity/Q21597626,
i-2df2xZBhrGFQtv1eBMHDtu,http://www.wikidata.org/entity/Q21597631,
i-2df2xZBhrGFQtv1eBMHDtu,http://www.wikidata.org/entity/Q21597634,
i-2df2xZBhrGFQtv1eBMHDtu,http://www.wikidata.org/entity/Q21597636,
i-2df2xZBhrGFQtv1eBMHDtu,http://www.wikidata.org/entity/Q50798414,
i-2drk6Ji3xqAraxv3JSzgNa,http://www.wikidata.org/entity/Q110346241,
i-2drk6Ji3xqAraxv3JSzgNa,http://www.wikidata.org/entity/Q21586313,
i-2eSXk1Vkv7uy5sKwa29vbf,http://www.wikidata.org/entity/Q110346241,
i-2ecW5cyGVGYBknd3U9yN1Y,http://www.wikidata.org/entity/Q110346241,
i-2ehtmACUZPNJMNnS5o3dYB,http://www.wikidata.org/entity/Q110346241,
i-2ehtmACUZPNJMNnS5o3dYB,http://www.wikidata.org/entity/Q21980378,
i-2ehtmACUZPNJMNnS5o3dYB,http://www.wikidata.org/entity/Q379406,
i-2ehtmACUZPNJMNnS5o3dYB,http://www.wikidata.org/entity/Q58366813,
i-2ehtmACUZPNJMNnS5o3dYB,http://www.wikidata.org/entity/Q86658269,
i-2erDJuffjtgN8bt6dbUTTo,http://www.wikidata.org/entity/Q111443541,
i-2f68PZTku6uz8VKADy2Dk9,http://www.wikidata.org/entity/Q379406,
i-2f68PZTku6uz8VKADy2Dk9,http://www.wikidata.org/entity/Q385990,
i-2gBVxM8igvS4RQ1T5GE8Qp,http://www.wikidata.org/entity/Q110346241,
i-2gBVxM8igvS4RQ1T5GE8Qp,http://www.wikidata.org/entity/Q22083543,
i-2gFz918CyUZkTuGwyS9VJt,http://www.wikidata.org/entity/Q110346241,
i-2gFz918CyUZkTuGwyS9VJt,http://www.wikidata.org/entity/Q21600495,
i-2gFz918CyUZkTuGwyS9VJt,http://www.wikidata.org/entity/Q48761314,
i-2gFz918CyUZkTuGwyS9VJt,http://www.wikidata.org/entity/Q49213654,
i-2gFz918CyUZkTuGwyS9VJt,http://www.wikidata.org/entity/Q50287327,
i-2gFz918CyUZkTuGwyS9VJt,http://www.wikidata.org/entity/Q50287368,
i-2gFz918CyUZkTuGwyS9VJt,http://www.wikidata.org/entity/Q51282168,
i-2gVYhZWa58g5m2RXWT7M2K,http://www.wikidata.org/entity/Q110346241,
i-2gVYhZWa58g5m2RXWT7M2K,http://www.wikidata.org/entity/Q112078516,
i-2gVYhZWa58g5m2RXWT7M2K,http://www.wikidata.org/entity/Q379406,
i-2gVYhZWa58g5m2RXWT7M2K,http://www.wikidata.org/entity/Q49213654,
i-2ggBvfkHRn3s8FvFEPLxjs,http://www.wikidata.org/entity/Q111443541,
i-2gvrXtH5sAT9PgXsCVpQSW,http://www.wikidata.org/entity/Q110346241,
i-2gvrXtH5sAT9PgXsCVpQSW,http://www.wikidata.org/entity/Q21597622,
i-2hfMSTsSUKSgHWaXH2bxMc,http://www.wikidata.org/entity/Q110346241,
i-2hfMSTsSUKSgHWaXH2bxMc,http://www.wikidata.org/entity/Q49213654,
i-2idvkVsaizPjHffjy7Fqpg,http://www.wikidata.org/entity/Q110346241,
i-2iv2nn2jyQ2zuGPcP4w62p,http://www.wikidata.org/entity/Q110346241,
i-2jDQuhvFoLEMg5TXt8wPgR,http://www.wikidata.org/entity/Q110346241,
i-2jDQuhvFoLEMg5TXt8wPgR,http://www.wikidata.org/entity/Q21600495,
i-2jDQuhvFoLEMg5TXt8wPgR,http://www.wikidata.org/entity/Q58366813,
i-2jDvJSMx2FdCk8pZegcj1o,http://www.wikidata.org/entity/Q110346241,
i-2jDvJSMx2FdCk8pZegcj1o,http://www.wikidata.org/entity/Q379406,
i-2kBxj9K56e436Bc1ZLBqtp,http://www.wikidata.org/entity/Q110346241,
i-2kBxj9K56e436Bc1ZLBqtp,http://www.wikidata.org/entity/Q22083543,
